Location,Race,Gender,IDOT Classification,Reason for Stop,Citations/Violations,Disposition,Search,Date,Time
5700 S. Woodlawn,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,11/24/2018,8:33 PM
5800 S. Kimbark,ASIAN,FEMALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,11/24/2018,9:38 PM
5477 S. Hyde Park Blvd,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Red Light Violation,,Verbal Warning,No,11/25/2018,8:33 AM
5900 S. Dorchester,WHITE AMERICAN / CAUCASIAN,FEMALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,11/25/2018,11:00 AM
1346 E 53rd Street,WHITE AMERICAN / CAUCASIAN,MALE,Moving Violation - Other,Passed School Bus - Loading or Unloading,,Verbal Warning,No,11/26/2018,4:48 PM
936 E 54th,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Wrong way down one way,,Verbal Warning,No,11/26/2018,6:54 PM
6000 S Dorchester,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Stop Sign Violation,Two Citations issued,Citation Issued,No,11/27/2018,6:36 PM
5100 S Harper,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Red light violation,,Verbal Warning,No,11/27/2018,2:21 AM
1415 E 57th,ASIAN,MALE,Traffic Sign/Signal,Failed to stop at sign,,Verbal Warning,No,11/28/2018,8:23 PM
5500 Drexel,BLACK / AFRICAN AMERICAN,MALE,Moving Violation � Other,Using electronic device while driving,,Verbal Warning,No,11/28/2018,9:03 PM
5300 University,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failed to stop at light,,Verbal Warning,No,11/28/2018,10:42 PM
5900 Woodlawn,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Failed to stop at sign,,Verbal Warning,No,11/28/2018,11:00 PM
6100 S. Cottage Grove,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed Stop Sign,,Verbal Warning,No,11/29/2018,9:15 AM
5528 S Hyde Park,BLACK / AFRICAN AMERICAN,MALE,Seatbelt,No seatbelt when required,Two Citations issued,Citation Issued,No,11/29/2018,9:16 AM
5402 S. Hyde Park,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobey traffic control device,,Verbal Warning,No,11/29/2018,12:15 PM
5700 University,ASIAN,MALE,Traffic Sign/Signal,Failed to stop at sign,,Verbal Warning,No,11/29/2018,7:52 PM
5100 Woodlawn,ASIAN,MALE,Traffic Sign/Signal,Failed to stop at sign,,Verbal Warning,No,11/29/2018,9:57 PM
5757 University,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Driving on sidewalk,,Verbal Warning,No,11/30/2018,1:12 AM
5500 S. KENWOOD,WHITE AMERICAN / CAUCASIAN,FEMALE,Traffic Sign/Signal,"Disobeyed Stop Sign, placed ped's crossing street in danger",,Verbal Warning,No,11/30/2018,2:16 PM
5500 S. KIMBARK,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,"Disobeyed Traffic Control Device, blew through a solid red circular light",,Verbal Warning,No,11/30/2018,2:45 PM
5500 S. Kenwood,ASIAN,MALE,Traffic Sign/Signal,disobey traffic control device,,Verbal Warning,No,11/30/2018,4:15 PM
5100 S. Cornell,BLACK / AFRICAN AMERICAN,FEMALE,Moving Violation � Other,Using Cell Phone,,Verbal Warning,No,11/30/2018,8:39 PM
1606 E. 55th Street,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Disobeyed Stop Sign,,Verbal Warning,No,12/1/2018,4:18 PM
5500 S. Harper,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Right Turn In Front of CTA Bus,,Verbal Warning,No,12/1/2018,8:00 PM
5500 S. Shore Drive,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,Stop Sign Violation,,Verbal Warning,No,12/1/2018,11:13 PM
5400 S. Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Red Light Violation,Two citations issued,Citation Issued,No,12/2/2018,1:55 AM
5500 S. Kenwood,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Disobeying Stop Sign,,Verbal Warning,No,12/2/2018,9:24 AM
6100 S. Kimbark,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Disobeying Stop Sign,,Verbal Warning,No,12/2/2018,10:29 AM
5500 S. Lake Park,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,No Turn On Red Violation,Two Citations issued,Citation Issued,No,12/2/2018,6:30 PM
5200 S. Lake Park,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,No Turn On Red Violation,,Verbal Warning,No,12/2/2018,8:47 PM
5300 S. Woodlawn,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Stop Sign Violation,,Verbal Warning,No,12/3/2018,12:33 AM
5000 University,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failed to stop at sign,,Verbal Warning,No,12/3/2018,8:35 PM
5457 Hyde Park Blvd,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Failed to stop at sign,,Verbal Warning,No,12/3/2018,8:42 PM
5600 Greenwood,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,failed to stop at light,,Verbal Warning,No,12/3/2018,9:41 PM
5400 Woodlawn,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Driving past center lane,,Verbal Warning,No,12/3/2018,10:47 PM
5500 Cottage,BLACK / AFRICAN AMERICAN,MALE,Equipment,No headlights,,Verbal Warning,No,12/3/2018,10:57 PM
5300 Hyde Park,BLACK / AFRICAN AMERICAN,MALE,Equipment,No headlights,,Verbal Warning,No,12/3/2018,11:11 PM
1227 E. 55th ST,HISPANIC,MALE,Traffic Sign/Signal,Disobeyed red light,,Verbal Warning,No,12/4/2018,10:00 AM
5500 S. University,BLACK / AFRICAN AMERICAN,MALE,Equipment,Operating vehicle without headlights when required,,Verbal Warning,No,12/4/22018,4:44 PM
5310 Woodlawn,BLACK / AFRICAN AMERICAN,FEMALE,Moving Violation � Other,Failure to yield to oncoming traffic,,Verbal Warning,No,12/4/2018,6:18 PM
5300 Kenwood,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failed to stop at sign,Two Citations issued,Citation Issued,No,12/4/2018,8:28 PM
5429 Hyde Park,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Failed to stop at sign,,Verbal Warning,No,12/4/2018,9:50 PM
5426 Dorchester,HISPANIC,FEMALE,Traffic Sign/Signal,Failed to stop at sign,,Verbal Warning,No,12/4/2018,10:20 PM
825 E 55th,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Driving over center lane,,Verbal Warning,No,12/4/2018,11:29 PM
6400 S. Cottage Grove64,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,12/5/2018,8:21 AM
5500 S. Kenwood,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Red Light Violation,,Verbal Warning,No,12/5/2018,9:24 PM
5300 S. Lake Park,WHITE AMERICAN / CAUCASIAN,FEMALE,Traffic sign/signal,Improper Turn,,Verbal Warning,No,12/5/2018,9:54 PM
6400 s. Cottage Grove,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Improper Turn,,Verbal Warning,No,12/6/2018,8:52 AM
1371 E. 55th Street,ASIAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,12/6/2018,2:32 PM
5500 S. Kimbark,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,12/6/2018,3:50 PM
1516 E. Hyde Park Blvd,WHITE AMERICAN / CAUCASIAN,FEMALE,Traffic Sign/Signal,Disobey Stopsign,,Verbal Warning,No,12/7/2018,11:33 AM
5800 S Dorchester,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed Stop Sign,,Verbal Warning,No,12/7/2018,9:38 PM
5500 S Payne Dr,HISPANIC,MALE,Traffic Sign/Signal,Disobeyed Red Light,,Verbal Warning,No,12/7/2018,9:47 PM
5114 S Woodlawn,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Improper Passing,,Verbal Warning,No,12/7/2018,10:12 PM
5100 S Dorchester,BLACK / AFRICAN AMERICAN,MALE,Moving Violation � Other,Failure to Signal,,Verbal Warning,No,12/7/2018,11:57 PM
5300 S Drexel,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Driving Wrong way on One Way,,Verbal Warning,No,12/7/2018,3:21 AM
825 E 55th,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Driving over center lane,,Verbal Warning,No,12/4/2018,11:29 PM
1150 E Midway Plaisance,BLACK / AFRICAN AMERICAN,FEMALE,Speed,Speeding,,Verbal Warning,No,12/8/2018,9:55 AM
5300 S Dorchester,BLACK / AFRICAN AMERICAN,FEMALE,Speed,Speeding,,Verbal Warning,No,12/8/2018,10:08 AM
1005 Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Speed,Speeding,Two Citations issued,Citation Issued,No,12/8/2018,10:29 AM
1150 Midway Plaisance,BLACK / AFRICAN AMERICAN,FEMALE,Speed,Speeding,,Verbal Warning,No,12/8/2018,11:14 AM
5300 S Kimbark,BLACK / AFRICAN AMERICAN,MALE,Equipment,Driving Without Headlights,,Verbal Warning,No,12/8/2018,10:39 PM
5300 S Cottage Grove,BLACK / AFRICAN AMERICAN,FEMALE,Equipment,Driving Without Headlights,Two Citations issued,Citation Issued,No,12/8/2018,11:34 PM
6000 S Cottage Grove,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Driving Wrong way on One Way,,Verbal Warning,No,12/8/2018,11:53 PM
6000 S Cottage Grove,BLACK / AFRICAN AMERICAN,FEMALE,Equipment,Driving Without Headlights,,Verbal Warning,No,12/9/2018,12:20 AM
1400 E 55th PL,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed Stop Sign,,Verbal Warning,No,12/9/2018,12:37 AM
1150 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,FEMALE,Speed,Speeding,,Verbal Warning,No,12/9/2018,9:27 AM
1130 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Speed,Speeding,Two Citations issued,Citation Issued,No,12/9/2018,9:53 AM
5913 S. Ellis Ave,BLACK / AFRICAN AMERICAN,FEMALE,Speed,Speeding,,Verbal Warning,No,12/9/2018,11:02 AM
5112 S. Cornell Ave,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,Stop Sign,,Verbal Warning,No,12/9/2018,1:46 PM
5100 S. Lake Park Ave,HISPANIC,MALE,License Plate/Registration,Suspended Registration,Two Citations issued,Citation Issued,No,12/9/2018,5:28 PM
5000 S Lake Park,ASIAN,FEMALE,Lane Violation,Illegal U-Turn,,Verbal Warning,No,12/9/2018,8:09 PM
6300 S University,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed Red Light,,Verbal Warning,No,12/9/2018,8:20 PM
5300 S Ingleside,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Driving Wrong way on One Way,,Verbal Warning,No,12/10/2018,2:37 AM
5500 S. Kenwood,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Failure to Yield to Pedestrian in Crosswalk,Two Citations issued,Citation Issued,No,12/10/2018,10:03 AM
5300 S. Cottage,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Following too Closely,,Verbal Warning,No,12/10/2018,3:41 PM
5800 S Blackstone,HISPANIC,FEMALE,Traffic sign/signal,Stop Sign Violation,,Verbal Warning,No,12/10/2018,10:28 PM
5300 S Cornell,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Red Light Violation,One Citation Issued,Citation Issued,No,12/10/2018,10:51 PM
5730 S. Woodlawn,ASIAN,FEMALE,Traffic Sign/Signal,Disobeyed Stop Sign,,Verbal Warning,No,12/11/2018,8:49 AM
5700 S. Ellis,HISPANIC,FEMALE,Traffic Sign/Signal,Disobeyed Stop Sign,,Verbal Warning,No,12/11/2018,8:53 AM
5500 S. University,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,12/11/2018,9:32 AM
6300 S. Cottage,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,12/11/2018,10:50 AM
5500 S. Hyde Park,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed Stop Sign,,Verbal Warning,No,12/11/2018,4:29 PM
5300 S. Cornell,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Red Light Violation,,Verbal Warning,No,12/11/2018,8:51 PM
6100 S. Greenwood,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,Disobeyed red light,,Verbal Warning,No,12/12/2018,9:34 AM
Midway Plaisance/Blackstone,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Disobeyed red light,,Verbal Warning,No,12/12/2018,11:22 AM
5730 S Drexel,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed Stop Sign,,Verbal Warning,No,12/12/2018,8:37 PM
5500 S Shore Dr,HISPANIC,MALE,Equipment,Driving Without Headlights,Two Citations issued,Citation Issued,No,12/12/2018,10:27 PM
5100 S Woodlawn Ave,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed Stop Sign,Two Citations issued,Citation Issued,No,12/13/2018,5:24 AM
5700 S Harper,WHITE AMERICAN / CAUCASIAN,FEMALE,Traffic sign/signal,Disobeyed stop sign,,Verbal Warning,No,12/15/2018,11:24 AM
5500 S. Hyde Park Blvd.,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Stop Sign Violation,,Verbal Warning,No,12/15/2018,5:47 PM
5454 S. Shore Drive,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Stop Sign Violation,,Verbal Warning,No,12/15/2018,8:41 PM
5400 S. Dorchester,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Stop Sign Violation,,Verbal Warning,No,12/15/2018,9:09 PM
5500 S. Woodlawn,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Wrong Way Down One-Way,,Verbal Warning,No,12/15/2018,9:23 PM
1447 E 52nd Street,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Stop sign violation,,Verbal Warning,No,12/15/2018,9:50 PM
5600 S. Ellis,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Wrong Way Down One-Way,,Verbal Warning,No,12/15/2018,10:08 PM
57th Drive & Everett,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Red light violation,One Citation Issued,Citation Issued,No,12/15/2018,11:50 PM
5300 S. Kenwood,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Stop sign violation,,Verbal Warning,No,12/16/2018,12:53 AM
5222 S. Lake Park,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Disobeyed Stop Sign,,Verbal Warning,No,12/16/2018,11:14 AM
1520 E. 57th Street,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed Stop Sign,,Verbal Warning,No,12/16/2018,12:13 PM
5600 S. Lake Park,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Improper Lane Usage,,Verbal Warning,No,12/16/2018,12:22PM
1606 S. Hyde Park,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,Disobeyed Traffic Control Device,,Verbal Warning,No,12/16/2018,3:39 PM
5000 S. Cornell,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed Stop Sign,,Verbal Warning,No,12/16/2018,4:25 PM
5300 S. Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Improper Left Turn,Two Citations issued,Citation Issued,No,12/16/2018,6:28 PM
6000 Woodlawn,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Failed to stop at sign,,Verbal Warning,No,12/17/2018,8:53 PM
5100 S Drexel,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed red light,,Verbal Warning,No,12/18/2018,10:54 AM
4914 S Cornell,WHITE AMERICAN / CAUCASIAN,MALE,Traffic sign/signal,Disobeyed stop sign,,Verbal Warning,No,12/18/2018,1:01 PM
5015 Blackstone,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Failed to signal,,Verbal Warning,No,12/18/2018,9:55 PM
5500 Kimbark,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failed to stop at sign,,Verbal Warning,No,12/18/2018,10:24 PM
5300 Ingleside,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failed to stop at sign,,Verbal Warning,No,12/19/2018,12:49 AM
1314 E 53rd,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed traffic control signal,,Verbal Warning,No,12/19/2018,2:35 PM
1310 E 53rd,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Stop Sign Violation,,Verbal Warning,No,12/19/2018,10:35 PM
1155 E. 60th Street,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed Stop Sign,,Verbal Warning,No,12/20/2018,12:53 PM
4700 S. Lake Park,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Improper U Turn,,Verbal Warning,No,12/20/2018,1:07 PM
5300 S. Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeying Traffic Control Signal,Two citations issued,Citation Issued,No,12/19/2018,2:36 PM
5600 S. Stony Island,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobeyed Stop Sign,,Verbal Warning,No,12/20/2018,3:49 PM
6300 S. Cottage,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Improper Turn,,Verbal Warning,No,12/20/2018,3:58 PM
5400 S Woodlawn,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Wrong way down one way,,Verbal Warning,No,12/20/2018,9:01 PM
6000 S. Woodlawn,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Red Light Violation,,Verbal Warning,No,12/21/2018,11:59 AM
5500 S. Cottage Grove,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,12/21/2018,8:35 PM
5302 S. Woodlawn,WHITE AMERICAN / CAUCASIAN,MALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,12/22/2018,4:38 PM
5000 S. DORCHESTER,WHITE AMERICAN / CAUCASIAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,12/22/2018,7:31 PM
5700 S. Maryland,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Improper lane usage,,Verbal Warning,No,12/22/2018,9:57 PM
5700 S. Kenwood,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Red Light Violation,,Verbal Warning,No,12/23/2018,2:10 PM
5100 S. Blackstone,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,12/23/2018,3:48 PM
1371 E. 55th Place,ASIAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,12/23/2018,5:22 PM
5533 S. Lake Park,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Improper Turn,,Verbal Warning,No,12/23/2018,6:19 PM
5600 S. Stony Island,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,12/23/2018,6:26 PM
5500 S. Lake Park,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Improper lane usage,,Verbal Warning,No,12/23/2018,8:05 PM
5300 S Dorchester,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Wrong way on one way,,Verbal Warning,No,12/25/2018,2:21 AM
55th and Blackstone,WHITE AMERICAN / CAUCASIAN,FEMALE,Traffic Sign/Signal,Right turn on a red light,,Verbal Warning,No,12/25/2018,9:04 PM
4800 S. East End Ave,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Failure to obey posted traffic flow sign,,Verbal Warning,No,12/26/2018,12:45 PM
5500 S. Ellis Ave,HISPANIC,MALE,Traffic Sign/Signal,Failure to yield to a pedestrian in a crosswalk,Two Citations issued,Citation Issued,No,12/26/2018,2:43 PM
5800 S. Ellis Ave,WHITE AMERICAN / CAUCASIAN,MALE,Traffic Sign/Signal,Failure to stop at stop sign,,Verbal Warning,No,12/26/2018,4:35 PM
5100 Kimbark,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failure to stop at sign,,Verbal Warning,No,12/26/2018,5:34 PM
5500 Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failed to yield pedestrian in a crosswalk,,Verbal Warning,No,12/26/2018,10:10 PM
5500 Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failure to stop at sign,,Verbal Warning,No,12/27/2018,1:19 AM
5400 S. Kimbark,HISPANIC,MALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,12/27/2018,8:38 PM
1212 E. 54th Street,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,12/27/2018,10:45 PM
5500 S. Blackstone,WHITE AMERICAN / CAUCASIAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,12/28/2018,12:10 AM
1412 E 53rd St,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Wrong way on one-way,,Verbal Warning,No,12/28/2018,9:46 PM
5400 S Harper,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Stop Sign Violation,,Verbal Warning,No,12/28/2018,11:32 PM
1100 E 53rd St,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Disobeyed stop sign,One Citation Issued,Citation Issued,No,12/29/2018,5:37 AM
5900 S Kenwood,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeying Traffic Control Device,,Verbal Warning,No,12/29/2018,2:45 PM
5100 S Kenwood,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Red Light Violation,,Verbal Warning,No,12/29/2018,10:07 PM
5300 S Kenwood,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Improper Overtaking,,Verbal Warning,No,12/30/2018,8:20 PM
1412 E 53rd St,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Stop Sign Violation,,Verbal Warning,No,12/30/2018,9:41 PM
1354 E. 55th Street,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Oneway - Wrong way,,Verbal Warning,No,12/31/2018,10:29 AM
6000 S. Drexel Ave,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Stop Sign,,Verbal Warning,No,12/31/2018,12:41 PM
5100 S. Blackstone,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Stop Sign,,Verbal Warning,No,12/31/2018,1:15 PM
5300 Drexel,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failed to stop at traffic signal,,Verbal Warning,No,12/31/2018,8:14 PM
5300 Kimbark,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failed to stop at sign,,Verbal Warning,No,12/31/2018,10:10 PM
1226 E 55th,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Improper left turn,,Verbal Warning,No,12/31/2018,10:58 PM
5700 Ellis,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Failed to stop at sign,One Citation Issued,Citation Issued,No,12/31/2018,11:28 PM
4800 Ingleside,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Failed to stop at sign,,Verbal Warning,No,12/31/2018,11:38 PM
1463 E 53rd,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Stop Sign Violation,,Verbal Warning,No,1/2/2019,10:17 PM
6100 S. Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Moving Violation � Other,Safety hazard - improper parking on roadway,One Citation Issued,Citation Issued,No,1/4/2019,7:11 AM
5400 S. Lake Park,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Disobey traffic control device,,Verbal Warning,No,1/4/2019,3:35 PM
924 E 57th,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Driving in Main Quad on walk way,,Verbal Warning,No,1/4/2019,6:18 PM
5600 Ellis,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Wrong way on a one way,,Verbal Warning,No,1/4/2019,9:52 PM
5500 S. University,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Disobey traffic control device,,Verbal Warning,No,1/5/2019,1:25 PM
5401 Greenwood,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Wrong way on one way,,Verbal Warning,No,1/5/2019,5:35 PM
5400 Ridgewood Court,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Wrong way on one way,,Verbal Warning,No,1/5/2019,6:51 PM
5200 Dorchester,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Wrong way on one way,,Verbal Warning,No,1/5/2019,7:41 PM
4900 Woodlawn,WHITE AMERICAN / CAUCASIAN,FEMALE,Traffic Sign/Signal,Failed to stop at sign,,Verbal Warning,No,1/5/2019,9:37 PM
5300 S Ellis,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Traffic Light Violation,One Citation Issued,Citation Issued,No,1/6/2019,4:40 PM
5100 Drexel,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Improper Passing,,Verbal Warning,No,1/6/2019,8:05 PM
5500 Cottage,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Driving across center line,,Verbal Warning,No,1/6/2019,8:23 PM
5600 Stony,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Improper Passing,,Verbal Warning,No,1/6/2019,8:36 OM
1100 E 53rd St,BLACK / AFRICAN AMERICAN,FEMALE,Traffic Sign/Signal,Disobeying Traffic Control Device,,Verbal Warning,No,1/8/2019,2:21 PM
5600 S Lake Park,BLACK / AFRICAN AMERICAN,MALE,Traffic Sign/Signal,Stop Sign Violation,,Verbal Warning,No,1/8/2019,9:55 PM
